Category,Url,Product Title,SKU,Price,Save percent,Product list price,Image url,Product details,UPC,Available Options,Manufacturer Resources,Product Gallery,About the Manufacturer,Collection
Home > Bath > All Bath Brands > Duravit>Parts,https://www.kbauthority.com/duravit-h25599-happy-d.2-body-trim-individual-or-installation-of-body-18-7-8-inch-or-21-5-8-inch-in-depth.html,Duravit H25599 Happy D.2 Body Trim Individual or Installation of Body 18 7/8 Inch or 21 5/8 Inch in Depth,H2559907575,$164.63,37%,$260.00,https://www.kbauthority.com/images/W/339/H2559907575_Duravit_Linen.jpg,"Duravit H25599 Happy D.2 Body Trim Individual or Installation of Body 18 7/8 Inch or 21 5/8 Inch in DepthDuravit has been the proud recipient of numerous international design awards.These awards celebrate bold design, which has become Duravit’s hallmark over the years.Each Duravit designer is a specialist in his field – a prominent global innovator with an inherent sense for good design. Good design, as Duravit and its designers see it, is never at the expense of practicality – neither is interested in “design for design’s sake”.That’s you, the bathroom user, and your own set of needs and requirements. Thanks to an ongoing dialogue with its trade partners and sanitary ware dealers, Duravit is best able to address these needs and requirements in the brand’s designs. Simply put, Duravit recognizes good bathroom design by the fact that it seems specially-created to suit all individual tastes.This fusion of Duravit’s environmentally-friendly production technologies with the company’s meticulous quality control results in products that are highly functional and long-lasting.At Duravit, sustainable materials, modern expertise and the foresight to recognize what will be important tomorrow comprise the essential ingredients for beautiful – and responsible – living bathrooms.Happy D.2 is a complete bathroom solution that is just as chic, versatile and timelessly modern as its predecessor – and yet it’s also completely new. Because the series presents itself from a feminine side: this is achieved thanks to the fine radii of the rounded corners that feature throughout the bathroom program – and that give Happy D.2 its distinctive, archetypal design. No doubt about it, Happy D.2 brings a new elegance into the bathroom.The washbasin is available as furniture washbasin with matching vanity unit or metal console, in an above-counter version or as classic washbasin in combination with pedestal or siphon cover.The basin seems to lift visually from the wall, creating an almost floating effect – and this sense of weightlessness features throughout the series.
Collection Highlights:Feminine & chic, delicate & elegant sieger design’s new take on an archetypeThe washbasin and furniture contours are in perfect harmonyDecor, real-wood and textile melamine finishesLED technologyParticularly high-quality, monolithic-like baths Features:Body Trim Individual or Installation of Body 18 7/8 Inch or 21 5/8 Inch in DepthHappy D.2 CollectionSKU: H25599",04053424336176,"H2559901313
American Walnut 
$170.04
H2559907272
Brushed Dark Oak 
$170.04
H2559901111
Cashmere Oak 
$170.04
H2559905252
European Oak 
$164.63
H2559907575
Linen 
$164.63
H2559902222
White High Gloss (Décor) 
$164.63","https://www.kbauthority.com/files/PDF/Duravit/H25599.pdf,","https://www.kbauthority.com/images/D.cache.dpicon/409818.jpg,https://www.kbauthority.com/images/W/339/H2559901313_Duravit_American_Walnut.jpg,https://www.kbauthority.com/images/W/339/H2559907272_Duravit_Brushed_Dark_Oak.jpg,https://www.kbauthority.com/images/W/339/H2559901111_Duravit_Cashmere_Oak.jpg,https://www.kbauthority.com/images/W/339/H2559905252_Duravit_European_Oak.jpg,https://www.kbauthority.com/images/W/339/H2559907575_Duravit_Linen.jpg,https://www.kbauthority.com/images/W/339/H2559902222_Duravit_White_High_Gloss__D_cor_.jpg,","It all began in Hornberg, Germany in 1817 when Georg Friedrich Horn built an earthenware factory initially focused solely on the manufacture of crockery. In 1956, production evolved from earthenware to porcelain, extending the product range to include sanitary ceramics. This provided a platform for future success and also introduced the sanitary world to a new name: Duravit. Today, Duravit AG operates at an international level and boasts 10 production plants with a workforce of more than 5,000 employees worldwide.",Happy D.2
Home > Bath > All Bath Brands > Duravit>Parts,https://www.kbauthority.com/duravit-kt5299-ketho-body-trim-individual-for-installation-of-body-18-7-8-inch-or-21-5-8-inch-in-depth.html,Duravit KT5299 Ketho Body Trim Individual for Installation of Body 18 7/8 Inch or 21 5/8 Inch in Depth,KT529909191,$156.54,36%,$245.00,https://www.kbauthority.com/images/W/341/KT529909191_Duravit_Taupe_Matt.jpg,"Duravit KT5299 Ketho Body Trim Individual for Installation of Body 18 7/8 Inch or 21 5/8 Inch in DepthDuravit has been the proud recipient of numerous international design awards.These awards celebrate bold design, which has become Duravit’s hallmark over the years.Each Duravit designer is a specialist in his field – a prominent global innovator with an inherent sense for good design. Good design, as Duravit and its designers see it, is never at the expense of practicality – neither is interested in “design for design’s sake”.That’s you, the bathroom user, and your own set of needs and requirements. Thanks to an ongoing dialogue with its trade partners and sanitary ware dealers, Duravit is best able to address these needs and requirements in the brand’s designs. Simply put, Duravit recognizes good bathroom design by the fact that it seems specially-created to suit all individual tastes.This fusion of Duravit’s environmentally-friendly production technologies with the company’s meticulous quality control results in products that are highly functional and long-lasting.At Duravit, sustainable materials, modern expertise and the foresight to recognize what will be important tomorrow comprise the essential ingredients for beautiful – and responsible – living bathrooms.Designed by Christian Werner, the new range of bathroom furniture is characterized by clear forms, well thought-out functionality and comfortable quality.The characteristic, ergonomic handles feature throughout the range and give Ketho its true originality.The reduced look of the range is flexible enough to suit any modern bathroom ambience. Combined with good value for money, Ketho becomes the ideal range for first-time buyers.The console washbasin and countertop washbasins that can be fitted in the vanity unit from above allow various combinations with lots of storage space. If the washbasin is inserted into the furniture from below, the transition from the ceramic to the wooden surface both looks and feels seamless, which makes it particularly easy-care.Collection Highlights:Top furniture design at an unbeatable value for moneyOn-trend ergonomic aluminium handleMany different combinationsPleasantly matte furniture finishesFeatures:Body Trim Individual for Installation of Body 18 7/8 Inch or 21 5/8 Inch in DepthKetho CollectionSKU: KT5299",04053424449418,"KT529905252
European Oak 
$164.63
KT529907575
Linen 
$164.63
KT529907373
Ticino Cherry Tree 
$164.63
KT529902222
White High Gloss (Décor) 
$164.63
KT529905353
Chestnut Dark 
$159.24
KT529904343
Basalt Matt 
$156.54
KT529900707
Concrete Gray Matt 
$156.54
KT529902121
Dark Walnut 
$156.54
KT529904949
Graphite Matt 
$156.54
KT529900909
Light Blue Matt 
$156.54
KT529907979
Natural Walnut 
$156.54
KT529903131
Pine Silver 
$156.54
KT529905151
Pine Terra 
$156.54
KT529909191
Taupe Matt 
$156.54
KT529901818
White Matt 
$156.54","https://www.kbauthority.com/files/PDF/Duravit/KT5299.pdf,","https://www.kbauthority.com/images/D.cache.dpicon/409819.jpg,https://www.kbauthority.com/images/W/341/KT529905252_Duravit_European_Oak.jpg,https://www.kbauthority.com/images/W/341/KT529907575_Duravit_Linen.jpg,https://www.kbauthority.com/images/W/341/KT529907373_Duravit_Ticino_Cherry_Tree.jpg,https://www.kbauthority.com/images/W/341/KT529902222_Duravit_White_High_Gloss__D_cor_.jpg,https://www.kbauthority.com/images/W/341/KT529905353_Duravit_Chestnut_Dark.jpg,https://www.kbauthority.com/images/W/341/KT529904343_Duravit_Basalt_Matt.jpg,https://www.kbauthority.com/images/W/341/KT529900707_Duravit_Concrete_Gray_Matt.jpg,https://www.kbauthority.com/images/W/341/KT529902121_Duravit_Dark_Walnut.jpg,https://www.kbauthority.com/images/W/341/KT529904949_Duravit_Graphite_Matt.jpg,https://www.kbauthority.com/images/W/341/KT529900909_Duravit_Light_Blue_Matt.jpg,https://www.kbauthority.com/images/W/341/KT529907979_Duravit_Natural_Walnut.jpg,https://www.kbauthority.com/images/W/341/KT529903131_Duravit_Pine_Silver.jpg,https://www.kbauthority.com/images/W/341/KT529905151_Duravit_Pine_Terra.jpg,https://www.kbauthority.com/images/W/341/KT529909191_Duravit_Taupe_Matt.jpg,https://www.kbauthority.com/images/W/341/KT529901818_Duravit_White_Matt.jpg,","It all began in Hornberg, Germany in 1817 when Georg Friedrich Horn built an earthenware factory initially focused solely on the manufacture of crockery. In 1956, production evolved from earthenware to porcelain, extending the product range to include sanitary ceramics. This provided a platform for future success and also introduced the sanitary world to a new name: Duravit. Today, Duravit AG operates at an international level and boasts 10 production plants with a workforce of more than 5,000 employees worldwide.",Ketho
Home > Bath > All Bath Brands > Duravit>Parts,https://www.kbauthority.com/duravit-lc5899-l-cube-body-trim-individual-for-installation-of-body-18-3-4-inch-or-21-1-2-inch-in-depth.html,Duravit LC5899 L-Cube Body Trim Individual for Installation of Body 18 3/4 Inch or 21 1/2 Inch in Depth,LC589909191,$156.54,36%,$245.00,https://www.kbauthority.com/images/T/314/logo-7945.png,"Duravit LC5899 L-Cube Body Trim Individual for Installation of Body 18 3/4 Inch or 21 1/2 Inch in DepthDuravit has been the proud recipient of numerous international design awards.These awards celebrate bold design, which has become Duravit’s hallmark over the years.Each Duravit designer is a specialist in his field – a prominent global innovator with an inherent sense for good design. Good design, as Duravit and its designers see it, is never at the expense of practicality – neither is interested in “design for design’s sake”.That’s you, the bathroom user, and your own set of needs and requirements. Thanks to an ongoing dialogue with its trade partners and sanitary ware dealers, Duravit is best able to address these needs and requirements in the brand’s designs. Simply put, Duravit recognizes good bathroom design by the fact that it seems specially-created to suit all individual tastes.This fusion of Duravit’s environmentally-friendly production technologies with the company’s meticulous quality control results in products that are highly functional and long-lasting.At Duravit, sustainable materials, modern expertise and the foresight to recognize what will be important tomorrow comprise the essential ingredients for beautiful – and responsible – living bathrooms.This is how designer Christian Werner describes the vision that gave rise to
L-Cube – a bathroom furniture program that eliminates all unnecessary elements to achieve the ultimate in simplistic beauty. With fewer “distractions”, the bathroom user is inspired to truly relax and unwind.The geometry of the sleek, rectangular furniture fronts remain uninterrupted by hardware.Features:Body Trim Individual for Installation of Body 18 3/4 Inch or 21 1/2 Inch in DepthL-Cube CollectionSKU: LC5899",04053424382845,"LC589901010
Apricot Pearl High Gloss 
$221.38
LC589902020
Apricot Pearl Satin Matt 
$221.38
LC589904040
Black High Gloss 
$221.38
LC589908686
Cappuccino High Gloss 
$221.38
LC589903838
Dolomiti Gray High Gloss 
$221.38
LC589908989
Flannel Gray High Gloss 
$221.38
LC589909090
Flannel Gray Satin Matt 
$221.38
LC589900303
Jade High Gloss 
$221.38
LC589906161
Olive Brown High Gloss 
$221.38
LC589904747
Stone Blue High Gloss 
$221.38
LC589908585
White High Gloss (Lacquer) 
$221.38
LC589902727
White Lilac High Gloss 
$221.38
LC589908787
White Lilac Satin Matt 
$221.38
LC589901313
American Walnut 
$170.04
LC589907272
Brushed Dark Oak 
$170.04
LC589901212
Brushed Oak 
$170.04
LC589906969
Brushed Walnut 
$170.04
LC589901111
Cashmere Oak 
$170.04
LC589907171
Mediterranean Oak 
$170.04
LC589905252
European Oak 
$164.63
LC589907575
Linen 
$164.63
LC589907373
Ticino Cherry Tree 
$164.63
LC589902222
White High Gloss (Décor) 
$164.63
LC589904343
Basalt Matt 
$159.24
LC589905353
Chestnut Dark 
$156.54
LC589900707
Concrete Gray Matt 
$156.54
LC589902121
Dark Walnut 
$156.54
LC589904949
Graphite Matt 
$156.54
LC589900909
Light Blue Matt 
$156.54
LC589907979
Natural Walnut 
$156.54
LC589903131
Pine Silver 
$156.54
LC589905151
Pine Terra 
$156.54
LC589909191
Taupe Matt 
$156.54
LC589901818
White Matt 
$156.54",,,"It all began in Hornberg, Germany in 1817 when Georg Friedrich Horn built an earthenware factory initially focused solely on the manufacture of crockery. In 1956, production evolved from earthenware to porcelain, extending the product range to include sanitary ceramics. This provided a platform for future success and also introduced the sanitary world to a new name: Duravit. Today, Duravit AG operates at an international level and boasts 10 production plants with a workforce of more than 5,000 employees worldwide.",L-Cube
Home > Bath > All Bath Brands > Duravit>Parts,https://www.kbauthority.com/duravit-lc968500000-l-cube-27-1-2-x-29-1-2-inch-built-in-frame-with-integrated-touch-led.html,DURAVIT LC968500000 L-CUBE 27 1/2 X 29 1/2 INCH BUILT-IN FRAME WITH INTEGRATED TOUCH LED,LC968500000,$186.25, 38%,$300.00,https://www.kbauthority.com/images/T/314/logo-7946.png,"Duravit LC968500000 L-Cube 27 1/2 x 29 1/2 Inch Built-In Frame with Integrated Touch LedDuravit has been the proud recipient of numerous international design awards.These awards celebrate bold design, which has become Duravit’s hallmark over the years.Each Duravit designer is a specialist in his field – a prominent global innovator with an inherent sense for good design. Good design, as Duravit and its designers see it, is never at the expense of practicality – neither is interested in “design for design’s sake”.That’s you, the bathroom user, and your own set of needs and requirements. Thanks to an ongoing dialogue with its trade partners and sanitary ware dealers, Duravit is best able to address these needs and requirements in the brand’s designs. Simply put, Duravit recognizes good bathroom design by the fact that it seems specially-created to suit all individual tastes.This fusion of Duravit’s environmentally-friendly production technologies with the company’s meticulous quality control results in products that are highly functional and long-lasting.At Duravit, sustainable materials, modern expertise and the foresight to recognize what will be important tomorrow comprise the essential ingredients for beautiful – and responsible – living bathrooms.This is how designer Christian Werner describes the vision that gave rise to L-Cube – a bathroom furniture program that eliminates all unnecessary elements to achieve the ultimate in simplistic beauty. With fewer “distractions”, the bathroom user is inspired to truly relax and unwind.The geometry of the sleek, rectangular furniture fronts remain uninterrupted by hardware.Comfort and lightness: for the handle-free pull-out compartments on the vanity units, a new drawer technology was developed – it opens via tip-on technology and closes with self-closing action.The insides of the drawers, finished in diamond black, are divided into variable compartments that make it possible to keep bathroom essentials properly organized.The clever mirror features a “frame of light”, which can be turned on and off with a simple hand motion. 480-Lux LEDs ensure perfect, glare-free illumination that is also dimmable.The mirror widths are perfectly coordinated to match the L-Cube furniture series.Features:27 1/2 x 29 1/2 Inch Built-In Frame with Integrated Touch LedL-Cube CollectionSKU: LC968500000",04053424886381,,"https://www.kbauthority.com/files/PDF/Duravit/LC9685.pdf,",,"It all began in Hornberg, Germany in 1817 when Georg Friedrich Horn built an earthenware factory initially focused solely on the manufacture of crockery. In 1956, production evolved from earthenware to porcelain, extending the product range to include sanitary ceramics. This provided a platform for future success and also introduced the sanitary world to a new name: Duravit. Today, Duravit AG operates at an international level and boasts 10 production plants with a workforce of more than 5,000 employees worldwide.",L-Cube
Home > Bath > All Bath Brands > Duravit>Parts,https://www.kbauthority.com/duravit-lc968600000-l-cube-33-1-2-x-29-1-2-inch-built-in-frame-with-integrated-touch-led.html,DURAVIT LC968600000 L-CUBE 33 1/2 X 29 1/2 INCH BUILT-IN FRAME WITH INTEGRATED TOUCH LED,LC968600000,$188.96, 38%,$305.00,https://www.kbauthority.com/images/T/314/logo-7947.png,"Duravit LC968600000 L-Cube 33 1/2 x 29 1/2 Inch Built-In Frame with Integrated Touch LedDuravit has been the proud recipient of numerous international design awards.These awards celebrate bold design, which has become Duravit’s hallmark over the years.Each Duravit designer is a specialist in his field – a prominent global innovator with an inherent sense for good design. Good design, as Duravit and its designers see it, is never at the expense of practicality – neither is interested in “design for design’s sake”.That’s you, the bathroom user, and your own set of needs and requirements. Thanks to an ongoing dialogue with its trade partners and sanitary ware dealers, Duravit is best able to address these needs and requirements in the brand’s designs. Simply put, Duravit recognizes good bathroom design by the fact that it seems specially-created to suit all individual tastes.This fusion of Duravit’s environmentally-friendly production technologies with the company’s meticulous quality control results in products that are highly functional and long-lasting.At Duravit, sustainable materials, modern expertise and the foresight to recognize what will be important tomorrow comprise the essential ingredients for beautiful – and responsible – living bathrooms.This is how designer Christian Werner describes the vision that gave rise to L-Cube – a bathroom furniture program that eliminates all unnecessary elements to achieve the ultimate in simplistic beauty. With fewer “distractions”, the bathroom user is inspired to truly relax and unwind.The geometry of the sleek, rectangular furniture fronts remain uninterrupted by hardware.Comfort and lightness: for the handle-free pull-out compartments on the vanity units, a new drawer technology was developed – it opens via tip-on technology and closes with self-closing action.The insides of the drawers, finished in diamond black, are divided into variable compartments that make it possible to keep bathroom essentials properly organized.The clever mirror features a “frame of light”, which can be turned on and off with a simple hand motion. 480-Lux LEDs ensure perfect, glare-free illumination that is also dimmable.The mirror widths are perfectly coordinated to match the L-Cube furniture series.Features:33 1/2 x 29 1/2 Inch Built-In Frame with Integrated Touch LedL-Cube CollectionSKU: LC968600000",04053424886398,,"https://www.kbauthority.com/files/PDF/Duravit/LC9686.pdf,",,"It all began in Hornberg, Germany in 1817 when Georg Friedrich Horn built an earthenware factory initially focused solely on the manufacture of crockery. In 1956, production evolved from earthenware to porcelain, extending the product range to include sanitary ceramics. This provided a platform for future success and also introduced the sanitary world to a new name: Duravit. Today, Duravit AG operates at an international level and boasts 10 production plants with a workforce of more than 5,000 employees worldwide.",L-Cube
Home > Bath > All Bath Brands > Duravit>Parts,https://www.kbauthority.com/duravit-lc968700000-l-cube-41-3-8-x-29-1-2-inch-built-in-frame-with-integrated-touch-led.html,DURAVIT LC968700000 L-CUBE 41-3/8 X 29 1/2 INCH BUILT-IN FRAME WITH INTEGRATED TOUCH LED,LC968700000,$191.66, 38%,$310.00,https://www.kbauthority.com/images/T/314/logo-7948.png,"Duravit LC968700000 L-Cube 41-3/8 x 29 1/2 Inch Built-In Frame with Integrated Touch LedDuravit has been the proud recipient of numerous international design awards.These awards celebrate bold design, which has become Duravit’s hallmark over the years.Each Duravit designer is a specialist in his field – a prominent global innovator with an inherent sense for good design. Good design, as Duravit and its designers see it, is never at the expense of practicality – neither is interested in “design for design’s sake”.That’s you, the bathroom user, and your own set of needs and requirements. Thanks to an ongoing dialogue with its trade partners and sanitary ware dealers, Duravit is best able to address these needs and requirements in the brand’s designs. Simply put, Duravit recognizes good bathroom design by the fact that it seems specially-created to suit all individual tastes.This fusion of Duravit’s environmentally-friendly production technologies with the company’s meticulous quality control results in products that are highly functional and long-lasting.At Duravit, sustainable materials, modern expertise and the foresight to recognize what will be important tomorrow comprise the essential ingredients for beautiful – and responsible – living bathrooms.This is how designer Christian Werner describes the vision that gave rise to L-Cube – a bathroom furniture program that eliminates all unnecessary elements to achieve the ultimate in simplistic beauty. With fewer “distractions”, the bathroom user is inspired to truly relax and unwind.The geometry of the sleek, rectangular furniture fronts remain uninterrupted by hardware.Comfort and lightness: for the handle-free pull-out compartments on the vanity units, a new drawer technology was developed – it opens via tip-on technology and closes with self-closing action.The insides of the drawers, finished in diamond black, are divided into variable compartments that make it possible to keep bathroom essentials properly organized.The clever mirror features a “frame of light”, which can be turned on and off with a simple hand motion. 480-Lux LEDs ensure perfect, glare-free illumination that is also dimmable.The mirror widths are perfectly coordinated to match the L-Cube furniture series.Features:41-3/8 x 29 1/2 Inch Built-In Frame with Integrated Touch LedL-Cube CollectionSKU: LC968700000",04053424886404,,"https://www.kbauthority.com/files/PDF/Duravit/LC9687.pdf,",,"It all began in Hornberg, Germany in 1817 when Georg Friedrich Horn built an earthenware factory initially focused solely on the manufacture of crockery. In 1956, production evolved from earthenware to porcelain, extending the product range to include sanitary ceramics. This provided a platform for future success and also introduced the sanitary world to a new name: Duravit. Today, Duravit AG operates at an international level and boasts 10 production plants with a workforce of more than 5,000 employees worldwide.",L-Cube
Home > Bath > All Bath Brands > Duravit>Parts,https://www.kbauthority.com/duravit-lc968800000-l-cube-49-1-4-x-29-1-2-inch-built-in-frame-with-integrated-touch-led.html,DURAVIT LC968800000 L-CUBE 49-1/4 X 29 1/2 INCH BUILT-IN FRAME WITH INTEGRATED TOUCH LED,LC968800000,$199.77, 39%,$325.00,https://www.kbauthority.com/images/T/314/logo-7949.png,"Duravit LC968800000 L-Cube 49-1/4 x 29 1/2 Inch Built-In Frame with Integrated Touch LedDuravit has been the proud recipient of numerous international design awards.These awards celebrate bold design, which has become Duravit’s hallmark over the years.Each Duravit designer is a specialist in his field – a prominent global innovator with an inherent sense for good design. Good design, as Duravit and its designers see it, is never at the expense of practicality – neither is interested in “design for design’s sake”.That’s you, the bathroom user, and your own set of needs and requirements. Thanks to an ongoing dialogue with its trade partners and sanitary ware dealers, Duravit is best able to address these needs and requirements in the brand’s designs. Simply put, Duravit recognizes good bathroom design by the fact that it seems specially-created to suit all individual tastes.This fusion of Duravit’s environmentally-friendly production technologies with the company’s meticulous quality control results in products that are highly functional and long-lasting.At Duravit, sustainable materials, modern expertise and the foresight to recognize what will be important tomorrow comprise the essential ingredients for beautiful – and responsible – living bathrooms.This is how designer Christian Werner describes the vision that gave rise to L-Cube – a bathroom furniture program that eliminates all unnecessary elements to achieve the ultimate in simplistic beauty. With fewer “distractions”, the bathroom user is inspired to truly relax and unwind.The geometry of the sleek, rectangular furniture fronts remain uninterrupted by hardware.Comfort and lightness: for the handle-free pull-out compartments on the vanity units, a new drawer technology was developed – it opens via tip-on technology and closes with self-closing action.The insides of the drawers, finished in diamond black, are divided into variable compartments that make it possible to keep bathroom essentials properly organized.The clever mirror features a “frame of light”, which can be turned on and off with a simple hand motion. 480-Lux LEDs ensure perfect, glare-free illumination that is also dimmable.The mirror widths are perfectly coordinated to match the L-Cube furniture series.Features:49-1/4 x 29 1/2 Inch Built-In Frame with Integrated Touch LedL-Cube CollectionSKU: LC968800000",04053424886411,,"https://www.kbauthority.com/files/PDF/Duravit/LC9688.pdf,",,"It all began in Hornberg, Germany in 1817 when Georg Friedrich Horn built an earthenware factory initially focused solely on the manufacture of crockery. In 1956, production evolved from earthenware to porcelain, extending the product range to include sanitary ceramics. This provided a platform for future success and also introduced the sanitary world to a new name: Duravit. Today, Duravit AG operates at an international level and boasts 10 production plants with a workforce of more than 5,000 employees worldwide.",L-Cube
Home > Bath > All Bath Brands > Duravit>Parts,https://www.kbauthority.com/duravit-lm987500000-universal-mirrors-26-x-31-7-8-inch-light-and-mirror-recess-frame-for-lm-mirror-cabinet.html,DURAVIT LM987500000 UNIVERSAL MIRRORS 26 X 31 7/8 INCH LIGHT AND MIRROR RECESS FRAME FOR LM MIRROR CABINET,LM987500000,$234.89, 40%,$390.00,https://www.kbauthority.com/images/T/311/LM987500000_Duravit.png,"Duravit LM987500000 Universal mirrors 26 x 31 7/8 Inch Light and Mirror Recess Frame for LM Mirror Cabinet
	Duravit has been the proud recipient of numerous international design awards. These awards celebrate bold design, which has become Duravit’s hallmark over the years.Each Duravit designer is a specialist in his field – a prominent global innovator with an inherent sense for good design. Good design, as Duravit and its designers see it, is never at the expense of practicality – neither is interested in “design for design’s sake”.That’s you, the bathroom user, and your own set of needs and requirements. Thanks to an ongoing dialogue with its trade partners and sanitary ware dealers, Duravit is best able to address these needs and requirements in the brand’s designs. Simply put, Duravit recognizes good bathroom design by the fact that it seems specially-created to suit all individual tastes.This fusion of Duravit’s environmentally-friendly production technologies with the company’s meticulous quality control results in products that are highly functional and long-lasting.At Duravit, sustainable materials, modern expertise and the foresight to recognize what will be important tomorrow comprise the essential ingredients for beautiful – and responsible – living bathrooms.
Features:
		Built-in Frame: Recess Mounting Frame In Mdf White, Width = X, Height = 31
		Recess Mounting Frame In White Aluminum, Width = X, Height = 32
		Frame Strength = 1
Additional Information:
		# LM 9875, LM 9876, LM 9877 and LM 9878 are available from stock, Recess frame for LM Mirror cabinets Standard-Version, Recess frame is delivered disassembled, For recess mounting dimensions, please see installation instructions
SKU: LM987500000",04053424471082,,"https://www.kbauthority.com/files/PDF/Duravit/Care_Instructions_LM9875.pdf,https://www.kbauthority.com/files/PDF/Duravit/Installation_Instructions_LM9875.pdf,",,"It all began in Hornberg, Germany in 1817 when Georg Friedrich Horn built an earthenware factory initially focused solely on the manufacture of crockery. In 1956, production evolved from earthenware to porcelain, extending the product range to include sanitary ceramics. This provided a platform for future success and also introduced the sanitary world to a new name: Duravit. Today, Duravit AG operates at an international level and boasts 10 production plants with a workforce of more than 5,000 employees worldwide.",Universal mirrors
Home > Bath > All Bath Brands > Duravit>Parts,https://www.kbauthority.com/duravit-lm987600000-universal-mirrors-33-7-8-x-31-7-8-inch-light-and-mirror-recess-frame-for-lm-mirror-cabinet.html,DURAVIT LM987600000 UNIVERSAL MIRRORS 33 7/8 X 31 7/8 INCH LIGHT AND MIRROR RECESS FRAME FOR LM MIRROR CABINET,LM987600000,$240.29, 40%,$400.00,https://www.kbauthority.com/images/T/311/LM987600000_Duravit.png,"Duravit LM987600000 Universal mirrors 33 7/8 x 31 7/8 Inch Light and Mirror Recess Frame for LM Mirror Cabinet
	Duravit has been the proud recipient of numerous international design awards. These awards celebrate bold design, which has become Duravit’s hallmark over the years.Each Duravit designer is a specialist in his field – a prominent global innovator with an inherent sense for good design. Good design, as Duravit and its designers see it, is never at the expense of practicality – neither is interested in “design for design’s sake”.That’s you, the bathroom user, and your own set of needs and requirements. Thanks to an ongoing dialogue with its trade partners and sanitary ware dealers, Duravit is best able to address these needs and requirements in the brand’s designs. Simply put, Duravit recognizes good bathroom design by the fact that it seems specially-created to suit all individual tastes.This fusion of Duravit’s environmentally-friendly production technologies with the company’s meticulous quality control results in products that are highly functional and long-lasting.At Duravit, sustainable materials, modern expertise and the foresight to recognize what will be important tomorrow comprise the essential ingredients for beautiful – and responsible – living bathrooms.
Features:
		Built-in Frame: Recess Mounting Frame In Mdf White, Width = X, Height = 31
		Recess Mounting Frame In White Aluminum, Width = X, Height = 32
		Frame Strength = 1
Additional Information:
		# LM 9875, LM 9876, LM 9877 and LM 9878 are available from stock, Recess frame is delivered disassembled, For recess mounting dimensions, please see installation instructions
SKU: LM987600000",04053424471099,,"https://www.kbauthority.com/files/PDF/Duravit/Care_Instructions_LM9876.pdf,https://www.kbauthority.com/files/PDF/Duravit/Installation_Instructions_LM9876.pdf,",,"It all began in Hornberg, Germany in 1817 when Georg Friedrich Horn built an earthenware factory initially focused solely on the manufacture of crockery. In 1956, production evolved from earthenware to porcelain, extending the product range to include sanitary ceramics. This provided a platform for future success and also introduced the sanitary world to a new name: Duravit. Today, Duravit AG operates at an international level and boasts 10 production plants with a workforce of more than 5,000 employees worldwide.",Universal mirrors
Home > Bath > All Bath Brands > Duravit>Parts,https://www.kbauthority.com/duravit-lm987700000-universal-mirrors-41-3-4-x-31-7-8-inch-light-and-mirror-recess-frame-for-lm-mirror-cabinet.html,DURAVIT LM987700000 UNIVERSAL MIRRORS 41 3/4 X 31 7/8 INCH LIGHT AND MIRROR RECESS FRAME FOR LM MIRROR CABINET,LM987700000,$245.70, 40%,$410.00,https://www.kbauthority.com/images/T/311/LM987700000_Duravit.png,"Duravit LM987700000 Universal mirrors 41 3/4 x 31 7/8 Inch Light and Mirror Recess Frame for LM Mirror Cabinet
	Duravit has been the proud recipient of numerous international design awards. These awards celebrate bold design, which has become Duravit’s hallmark over the years.Each Duravit designer is a specialist in his field – a prominent global innovator with an inherent sense for good design. Good design, as Duravit and its designers see it, is never at the expense of practicality – neither is interested in “design for design’s sake”.That’s you, the bathroom user, and your own set of needs and requirements. Thanks to an ongoing dialogue with its trade partners and sanitary ware dealers, Duravit is best able to address these needs and requirements in the brand’s designs. Simply put, Duravit recognizes good bathroom design by the fact that it seems specially-created to suit all individual tastes.This fusion of Duravit’s environmentally-friendly production technologies with the company’s meticulous quality control results in products that are highly functional and long-lasting.At Duravit, sustainable materials, modern expertise and the foresight to recognize what will be important tomorrow comprise the essential ingredients for beautiful – and responsible – living bathrooms.
Features:
		Built-in Frame: Recess Mounting Frame In Mdf White, Width = X, Height = 31
		Recess Mounting Frame In White Aluminum, Width = X, Height = 32
		Frame Strength = 1
Additional Information:
		# LM 9875, LM 9876, LM 9877 and LM 9878 are available from stock, Recess frame is delivered disassembled, For recess mounting dimensions, please see installation instructions
SKU: LM987700000",04053424471105,,"https://www.kbauthority.com/files/PDF/Duravit/Care_Instructions_LM9877.pdf,https://www.kbauthority.com/files/PDF/Duravit/Installation_Instructions_LM9877.pdf,",,"It all began in Hornberg, Germany in 1817 when Georg Friedrich Horn built an earthenware factory initially focused solely on the manufacture of crockery. In 1956, production evolved from earthenware to porcelain, extending the product range to include sanitary ceramics. This provided a platform for future success and also introduced the sanitary world to a new name: Duravit. Today, Duravit AG operates at an international level and boasts 10 production plants with a workforce of more than 5,000 employees worldwide.",Universal mirrors
